system:index,B2,B3,B4,B8,NDWI,SWIR1,SWIR2,latitude,longitude,.geo
283,770,515,367,304,0.2576312576312576,369,266,-15.94280871928483,-5.7457806412332335,"{""type"":""Point"",""coordinates"":[-5.745772712054787,-15.942842468566136]}"
343,807,598,494,493,0.09624197983501374,567,389,-15.947384363029462,-5.741082134967996,"{""type"":""Point"",""coordinates"":[-5.741118313383058,-15.947376606243145]}"
386,700,449,279,331,0.15128205716609955,245,125,-15.984433522181735,-5.711055289597454,"{""type"":""Point"",""coordinates"":[-5.711072353197575,-15.984466520584363]}"
396,854,623,521,536,0.07506471095772217,593,405,-15.944741885773922,-5.74291317439228,"{""type"":""Point"",""coordinates"":[-5.742941083180712,-15.944720271301044]}"
398,731,476,312,348,0.1553398072719574,263,149,-15.936822656137936,-5.697719363789311,"{""type"":""Point"",""coordinates"":[-5.697748404053607,-15.936842844445517]}"
410,804,506,313,196,0.4415954351425171,121,94,-15.932494004291213,-5.733038983355809,"{""type"":""Point"",""coordinates"":[-5.733010738463317,-15.93250161818671]}"
464,934,655,533,622,0.025841816758026624,689,486,-15.944661091846909,-5.742165290104569,"{""type"":""Point"",""coordinates"":[-5.742138366712903,-15.944619889553406]}"
468,2162,1947,2053,1937,0.0025746652935118436,2040,1910,-15.929444189889875,-5.73850483439889,"{""type"":""Point"",""coordinates"":[-5.738503855746076,-15.929461500842498]}"
477,980,945,974,753,0.11307420581579208,1145,1301,-15.930000451116504,-5.723110930768431,"{""type"":""Point"",""coordinates"":[-5.723138723443335,-15.929981942097758]}"
493,1296,871,592,735,0.08468244084682441,483,395,-15.936526920236297,-5.742614768067199,"{""type"":""Point"",""coordinates"":[-5.742592706321312,-15.936521598682813]}"
494,796,569,460,423,0.14717741310596466,459,351,-15.929435630754872,-5.710595376689324,"{""type"":""Point"",""coordinates"":[-5.710635167560461,-15.92942140837169]}"
